unicode,Kanji,Definition,On Readings,Kun Readings
U+9306,錆,"rust, tarnish","ショウ, セイ","さび, くわ.しい"
U+9310,錐,"auger, drill, awl, pyramid, cone",スイ,きり
U+9320,錠,"lock, fetters, shackles",ジョウ,
U+9322,錢,100th of yen,セン,"ぜに, すき"
U+9326,錦,"brocade, fine dress, honors",キン,にしき
U+932B,錫,"copper, tin","セキ, シャク","すず, たま.う"
U+932C,錬,"tempering, refine, drill, train, polish",レン,ね.る
U+9332,録,record,ロク,"しる.す, と.る"
U+934B,鍋,"pot, pan, kettle",カ,なべ
U+9354,鍔,"sword guard, kettle brim",ガク,つば
U+935B,鍛,"forge, discipline, train",タン,きた.える
U+936C,鍬,hoe with long blade at acute angle,"ショウ, シュウ","くわ, すき"
U+936E,鍮,brass,"チュウ, トウ",
U+937C,鍼,needle,シン,"はり, さ.す"
U+937E,鍾,"spindle, gather, collect","ショウ, シュ","あつ.める, さかずき, かね"
U+938C,鎌,"sickle, scythe, trick","レン, ケン",かま
U+9394,鎔,"fuse, melt",ヨウ,"と.ける, と.かす, いがた"
U+9396,鎖,"chain, irons, connection",サ,"くさり, とざ.す"
U+939A,鎚,"hammer, mallet","ツイ, タイ",つち
U+93AD,鎭,ancient peace-preservation centers,チン,"しず.める, しず.まる, おさえ"
U+93AE,鎮,"tranquilize, ancient peace-preservation centers",チン,"しず.める, しず.まる, おさえ"
U+93B0,鎰,unit of weight,イツ,かぎ
U+93CA,鏊,,"ギョウ, ゴウ",やきなべ
U+93E1,鏡,"mirror, speculum, barrel-head, round rice-cake offering","キョウ, ケイ",かがみ
U+93E4,鏤,"inlay, set, mount","ル, ロウ",ちりば.める
U+93E5,鏥,"rust, corrosion",シュウ,さび
U+9403,鐃,gong,"ドウ, ニョウ",どら
U+9410,鐐,"silver, platinum, chains",リョウ,あしかせ
U+9418,鐘,"bell, gong, chimes",ショウ,かね
U+942B,鐫,"carve, engrave, chisel",セン,"ほ.る, え.る, き.る, のみ"
U+9435,鐵,iron,テツ,くろがね
U+9444,鑄,"cast, mint","チュウ, シュ, シュウ",い.る
U+9451,鑑,"specimen, take warning from, learn from",カン,"かんが.みる, かがみ"
U+9453,鑓,"spear, javelin, (kokuji)",,やり
U+9470,鑰,lock,ヤク,かぎ
U+9475,鑵,steam boiler,カン,かま
U+947F,鑿,chisel,サク,"のみ, うが.つ"
U+9577,長,"long, leader, superior, senior",チョウ,"なが.い, おさ"
U+9580,門,"gate, counter for cannons",モン,"かど, と"
U+9589,閉,"closed, shut",ヘイ,"と.じる, と.ざす, し.める, し.まる, た.てる"
U+958B,開,"open, unfold, unseal",カイ,"ひら.く, ひら.き, -びら.き, ひら.ける, あ.く, あ.ける"
U+958F,閏,"intercalation, illegitimate throne",ジュン,うるう
U+9591,閑,leisure,カン,
U+9593,間,"interval, space","カン, ケン","あいだ, ま, あい"
U+9594,閔,"grieve, be sad, pity","ビン, ミン","あわ.れむ, うれ.える"
U+9599,閙,noisy,"ドウ, トウ",さわが.しい
U+95A2,関,"connection, barrier, gateway, involve, concerning",カン,"せき, -ぜき, かか.わる, からくり, かんぬき"
U+95A3,閣,"tower, tall building, palace",カク,
U+95A4,閤,small side gate,コウ,くぐりど
U+95A8,閨,bedroom,"ケイ, ケ",ねや
U+95BB,閻,town,エン,
U+95BC,閼,"obstruct, conceal","ア, アツ, エン, ヨ","とど.める, ふさ.ぐ"
U+95C7,闇,"get dark, gloom, disorder","アン, オン","やみ, くら.い"
U+95CC,闌,"rise high, be well along",ラン,"た.ける, たけなわ, てすり"
U+95CD,闍,"watchtower, used phonetically","ト, ジャ",
U+95D5,闕,"lack, gap, fail, imperial palace",ケツ,か.ける
U+95D6,闖,inquire about,チン,うかが.う
U+95DC,關,"connection, barrier, gateway, involve, concerning",カン,"せき, かか.わる, からくり, かんぬき"
U+95E2,闢,open,"ヘキ, ビャク",ひら.く
U+9632,防,"ward off, defend, protect, resist",ボウ,ふせ.ぐ
U+963F,阿,"Africa, flatter, fawn upon, corner, nook, recess","ア, オ","おもね.る, くま"
U+9640,陀,steep,"タ, ダ, イ, チ, ジ","けわ.しい, ななめ"
U+9644,附,"affixed, attach, refer to, append",フ,"つ.ける, つ.く"
U+964B,陋,"narrowness, meanness, humbleness",ロウ,"いや.しい, せま.い"
U+964C,陌,"east-west path between paddies, road",ハク,"まち, みち"
U+964D,降,"descend, precipitate, fall, surrender","コウ, ゴ","お.りる, お.ろす, ふ.る, ふ.り, くだ.る, くだ.す"
U+9650,限,"limit, restrict, to best of ability",ゲン,"かぎ.る, かぎ.り, -かぎ.り"
U+9662,院,"Inst., institution, temple, mansion, school",イン,
U+9663,陣,"camp, battle array, ranks, position, sudden, brief time",ジン,
U+9664,除,"exclude, division (x/3), remove, abolish, cancel, except","ジョ, ジ","のぞ.く, -よ.け"
U+9665,陥,"collapse, fall into, cave in, fall (castle), slide into",カン,"おちい.る, おとしい.れる"
U+966A,陪,"obeisance, follow, accompany, attend on",バイ,
U+9670,陰,"shade, yin, negative, sex organs, secret, shadow",イン,"かげ, かげ.る"
U+9673,陳,"exhibit, state, relate, explain",チン,ひ.ねる
U+9675,陵,"mausoleum, imperial tomb, mound, hill",リョウ,みささぎ
U+9676,陶,"pottery, porcelain",トウ,すえ
U+9677,陷,"fall into, cave in, fall (castle), slide into",カン,"おちい.る, おとしい.れる"
U+9678,陸,"land, six","リク, ロク",おか
U+967A,険,"precipitous, inaccessible place, impregnable position, steep place, sharp eyes",ケン,けわ.しい
U+967D,陽,"sunshine, yang principle, positive, male, heaven, daytime",ヨウ,ひ
U+9682,隂,"shady, secret, dark, mysterious, cold, the negative of female principle in nature",イン,"かげ, かげ.る"
U+9685,隅,"corner, nook",グウ,すみ
U+9686,隆,"hump, high, noble, prosperity",リュウ,
U+9688,隈,"corner, nook, recess","ワイ, エ","くま, すみ"
U+968B,隋,"name of a Chinese dynasty, remains of scarifice, bury, fall, sag","ズイ, スイ, タ, ダ",
U+968E,階,"storey, stair, counter for storeys of a building",カイ,きざはし
U+968F,随,"follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the waves)",ズイ,"まにま.に, したが.う"
U+9694,隔,"isolate, alternate, distance, separate, gulf",カク,"へだ.てる, へだ.たる"
U+9698,隘,"narrow, obstruct","アイ, ヤク",せま.い
U+9699,隙,"crevice, fissure, discord, opportunity, leisure","ゲキ, キャク, ケキ","すき, す.く, す.かす, ひま"
U+969B,際,"occasion, side, edge, verge, dangerous, adventurous, indecent, time, when",サイ,"きわ, -ぎわ"
U+969C,障,"hinder, hurt, harm",ショウ,さわ.る
U+96A0,隠,"conceal, hide, cover","イン, オン","かく.す, かく.し, かく.れる, よ.る"
U+96A3,隣,neighboring,リン,"とな.る, となり"
U+96A8,隨,at the mercy of (the waves),ズイ,"まにまに, したが.う"
U+96B1,隱,"hide, conceal, cover","イン, オン","かく.す, かく.れる, よ.る"
U+96BB,隻,"vessels, counter for ships, fish, birds, arrows, one of a pair",セキ,
U+96C0,雀,sparrow,"ジャク, ジャン, サク, シャク",すずめ
U+96C1,雁,wild goose,ガン,"かり, かりがね"
U+96C4,雄,"masculine, male, hero, leader, superiority, excellence",ユウ,"お-, おす, おん"
U+96C5,雅,"gracious, elegant, graceful, refined",ガ,みや.び
U+96C6,集,"gather, meet, congregate, swarm, flock",シュウ,"あつ.まる, あつ.める, つど.う"
U+96C7,雇,"employ, hire",コ,やと.う
U+96C9,雉,pheasant,"ジ, チ",きじ
U+96CC,雌,"feminine, female",シ,"め-, めす, めん"
U+96D1,雑,miscellaneous,"ザツ, ゾウ","まじ.える, まじ.る"
U+96D5,雕,carving,チョウ,"きざ.む, わし, ほ.る"
U+96D6,雖,"although, however",スイ,"いえど.も, これ"
U+96D9,雙,"pair, set, comparison, counter for pairs",ソウ,"たぐい, ならぶ, ふたつ, ふた-"
U+96DB,雛,"chick, squab, duckling, doll","スウ, ス, ジュ","ひな, ひよこ"
U+96DC,雜,"mixed, blended, mix, mingle","ザツ, ゾウ","まじ.える, まじ.る"
U+96DE,雞,"chickens, domestic fowl",ケイ,"にわとり, とり"
U+96E2,離,"detach, separation, disjoin, digress",リ,"はな.れる, はな.す"
U+96E3,難,"difficult, impossible, trouble, accident, defect",ナン,"かた.い, -がた.い, むずか.しい, むづか.しい, むつか.しい, -にく.い"
U+96E8,雨,rain,ウ,"あめ, あま-, -さめ"
U+96EA,雪,snow,セツ,ゆき
U+96EB,雫,"drop, trickle, dripping, (kokuji)",ダ,しずく
U+96F2,雲,cloud,ウン,"くも, -ぐも"
U+96F6,零,"zero, spill, overflow, nothing, cipher",レイ,"ぜろ, こぼ.す, こぼ.れる"
U+96F7,雷,"thunder, lightning bolt",ライ,"かみなり, いかずち, いかづち"
U+96F9,雹,hail,"ハク, ヒョク, ボク",ひょう
U+96FB,電,electricity,デン,
U+9700,需,"demand, request, need",ジュ,
U+9707,震,"quake, shake, tremble, quiver, shiver",シン,"ふる.う, ふる.える, ふる.わせる, ふる.わす"
U+970A,霊,"spirits, soul","レイ, リョウ",たま
U+970E,霎,"light rain, short while","ショウ, ソウ",
U+9716,霖,long rainy spell,リン,"ながあめ, ながめ"
U+971C,霜,frost,ソウ,しも
U+971E,霞,"be hazy, grow dim, blurred","カ, ゲ","かすみ, かす.む"
U+9724,霤,"raindrops falling from the eaves, eaves",リュウ,あまだれ
U+9727,霧,"fog, mist","ム, ボウ, ブ",きり
U+9730,霰,"hail, hailstones, small cubes","セン, サン",あられ
U+9732,露,"dew, tears, expose, Russia","ロ, ロウ",つゆ
U+9739,霹,thunder,"ヘキ, ヒャク",
U+973D,霽,clear up,"セイ, サイ","は.れる, は.らす"
U+9742,靂,"violent, thunder, lightening",レキ,
U+9748,靈,"soul, spirit","レイ, リョウ",たま
U+974D,靍,,,
U+9752,青,"blue, green","セイ, ショウ","あお, あお-, あお.い"
U+9756,靖,peaceful,"セイ, ジョウ",やす.んじる
U+9759,静,quiet,"セイ, ジョウ","しず-, しず.か, しず.まる, しず.める"
U+975C,靜,quiet,"セイ, ジョウ","しず-, しず.か, しず.まる, しず.める"
U+975E,非,"un-, mistake, negative, injustice, non-",ヒ,あら.ず
U+9761,靡,"flutter, wave, bow to, obey, seduce","ヒ, ビ, ミ","なび.く, ない, わ.ける"
U+9762,面,"mask, face, features, surface","メン, ベン","おも, おもて, つら"
U+9768,靨,dimple,ヨウ,えくぼ
U+9769,革,"leather, skin, reform, become serious",カク,かわ
U+976A,靪,"to cobble, to patch","テイ, チョウ, ダイ",おぎなう
U+976D,靭,"soft, pliable, quiver","ジン, ニン, サ, サイ, サツ","うつぼ, しな.やか, ゆぎ"
U+977C,靼,"tanned leather, smooth leather","タン, タチ, タツ","なめ.す, なめしがわ"
U+9781,鞁,"reins, saddle cover",ヒ,
U+9785,鞅,"martingale, breast harness, saddle girth, fetter, shackle, carry on back","オウ, ヨウ",むながい
U+9786,鞆,"archer's arm protector, (kokuji)",,とも
U+978B,鞋,straw sandals,"アイ, カイ","わらじ, くつ"
U+978D,鞍,saddle,アン,くら
U+9798,鞘,"sheath, case, margin, difference, shells (of beans)","ショウ, ソウ",さや
U+97A0,鞠,ball,"キク, キュウ",まり
U+97C3,韃,"whip, region name","ダツ, タツ",
U+97ED,韭,leek radical (no. 179),"キュウ, ク",
U+97EE,韮,leek,"キュウ, ク",にら
U+97F3,音,"sound, noise","オン, イン, -ノン","おと, ね"
U+97FB,韻,"rhyme, elegance, tone",イン,
U+97FF,響,"echo, sound, resound, ring, vibrate",キョウ,ひび.く
U+9802,頂,"place on the head, receive, top of head, top, summit, peak",チョウ,"いただ.く, いただき"
U+9803,頃,"time, about, toward","ケイ, キョウ","ころ, ごろ, しばら.く"
U+9805,項,"paragraph, nape of neck, clause, item, term (expression)",コウ,うなじ
U+9806,順,"obey, order, turn, right, docility, occasion",ジュン,
U+9808,須,"ought, by all means, necessarily","ス, シュ","すべから.く, すべし, ひげ, まつ, もち.いる, もと.める"
U+980C,頌,eulogy,"ショウ, ジュ, ヨウ","かたち, たた.える, ほめ.る"
U+9810,預,"deposit, custody, leave with, entrust to",ヨ,"あず.ける, あず.かる"
U+9811,頑,"stubborn, foolish, firmly",ガン,かたく.な
U+9813,頓,"suddenly, immediately, in a hurry, arrange, stay in place, bow, kowtow","トン, トツ","にわか.に, とん.と, つまず.く, とみ.に, ぬかずく"
U+9817,頗,"prejudiced, exceedingly",ハ,"すこぶ.る, かたよ.る"
U+9818,領,"jurisdiction, dominion, territory, fief, reign",リョウ,えり
U+9821,頡,"take wing, fly up","ケツ, キツ, カツ, ケチ",
U+982C,頬,"cheeks, jaw",キョウ,"ほお, ほほ"
U+982D,頭,"head, counter for large animals","トウ, ズ, ト","あたま, かしら, -がしら, かぶり"
U+9830,頰,"cheeks, jaw",キョウ,"ほお, ほほ"
U+9834,頴,"heads of grain, cleverness",エイ,"ほさき, のぎ"
U+9837,頷,nod approval,"ガン, カン","うなず.く, あご"
U+983B,頻,"repeatedly, recur",ヒン,しき.りに
U+983C,頼,"trust, request",ライ,"たの.む, たの.もしい, たよ.る"
U+983D,頽,"decline, slide",タイ,くず.れる
U+984B,顋,"lower part of face, jaw, gills of a fish",サイ,"あご, えら"
U+984C,題,"topic, subject",ダイ,
U+984D,額,"forehead, tablet, plaque, framed picture, sum, amount, volume",ガク,ひたい
U+984F,顏,"face, expression",ガン,かお
U+9854,顔,"face, expression",ガン,かお
U+9855,顕,"appear, existing",ケン,"あきらか, あらわ.れる"
U+9858,願,"petition, request, vow, wish, hope",ガン,"ねが.う, -ねがい"
U+9859,顙,"the forehead, to kowtow",ソウ,ひたい
U+985B,顛,"overturn, summit, origin",テン,"いただき, たお.れる"
U+985E,類,"sort, kind, variety, class, genus",ルイ,たぐ.い
U+9867,顧,"look back, review, examine oneself, turn around",コ,かえり.みる
U+9870,顰,"scowl, raise eyebrows",ヒン,"ひそ.める, しか.める"
U+9871,顱,"head, skull",ロ,"かしら, あたま"
U+98A8,風,"wind, air, style, manner","フウ, フ","かぜ, かざ-"
U+98AD,颭,sway in wind,セン,そよぐ
U+98AF,颯,"sudden, quick, sound of the wind","サツ, ソウ",さっ.と
U+98DB,飛,"fly, skip (pages), scatter",ヒ,"と.ぶ, と.ばす, -と.ばす"
U+98DC,飜,"flip over, upset, capsize","ハン, ホン","ひるがえ.す, ひるがえ.る"
U+98DF,食,"eat, food","ショク, ジキ","く.う, く.らう, た.べる, は.む"
U+98E2,飢,"hungry, starve",キ,う.える
U+98E9,飩,Japanese noodles,"ドン, トン",
U+98EE,飮,drink,"イン, オン",の.む
U+98EF,飯,"meal, boiled rice",ハン,めし
U+98F2,飲,"drink, smoke, take","イン, オン","の.む, -の.み"
U+98F4,飴,"rice jelly, candy","イ, シ","あめ, やしな.う"
U+98FC,飼,"domesticate, raise, keep, feed",シ,か.う
U+98FD,飽,"sated, tired of, bored, satiate",ホウ,"あ.きる, あ.かす, あ.く"
U+98FE,飾,"decorate, ornament, adorn, embellish",ショク,"かざ.る, かざ.り"
U+9903,餃,gyoza,"ギョウ, キョウ, コウ",
U+9905,餅,mochi rice cake,"ヘイ, ヒョウ","もち, もちい"
U+9909,餉,(dried) boiled rice,ショウ,"け, かれい, かれい.い, べんとう"
U+990A,養,"foster, bring up, rear, develop, nurture","ヨウ, リョウ",やしな.う
U+990C,餌,"food, bait, prey, tempting profit","ジ, ニ","え, えば, えさ, もち"
U+9910,餐,"eat, drink, swallow","サン, ソン","の.む, くら.う"
U+9913,餓,"starve, hungry, thirst",ガ,う.える
U+9918,餘,"surplus, excess, remainder",ヨ,"あま.る, あま.り, あま.す"
U+991D,餝,"decorate, ornament, adorn, embellish","コウ, シキ, ショク","かざり, かざ.る"
U+9921,餡,bean jam,"アン, カン",
U+9928,館,"building, mansion, large building, palace",カン,"やかた, たて"
U+992C,餬,rice broth,コ,かゆ
U+9932,餲,"spoiled, sour, moldy","エイ, アツ, アチ, アイ",くさる
U+993B,餻,"cakes, pastry",コウ,こなもち
U+9940,饀,,トウ,こなもち
U+9942,饂,"Japanese noodles, (kokuji)",ウン,うどん
U+9945,饅,"bean-jam dumpling, manjuu",マン,
U+9949,饉,hunger,キン,う.える
U+9951,饑,"hunger, thirst",キ,う.える
U+9952,饒,abundant,"ジョウ, ニョウ",ゆたか
U+9957,饗,banquet,キョウ,"う.ける, もてな.す"
U+9958,饘,gruel,セン,かゆ
U+9996,首,"neck, counter for songs and poems",シュ,くび
U+9999,香,"incense, smell, perfume","コウ, キョウ","か, かお.り, かお.る"
U+99A8,馨,"fragrant, balmy, favourable","ケイ, キョウ","かお.る, かおり"
U+99AC,馬,horse,バ,"うま, うま-, ま"
U+99B3,馳,"run, gallop, sail, drive (a wagon), win (fame), despatch","チ, ジ",は.せる
U+99B4,馴,"get used to, experienced, tamed","ジュン, シュン, クン","な.れる, な.らす, したが.う"
U+99C4,駄,"burdensome, pack horse, horse load, send by horse, trivial, worthless","ダ, タ",
U+99C5,駅,station,エキ,
U+99C6,駆,"drive, run, gallop, advance, inspire, impel",ク,"か.ける, か.る"
U+99C8,駈,"run, gallop, advance",ク,"か.ける, か.る"
U+99D0,駐,"stop-over, reside in, resident",チュウ,
U+99D2,駒,"pony, horse, colt",ク,こま
U+99D5,駕,"vehicle, palanquin, litter, hitch up an animal","カ, ガ","かご, が.する, しのぐ, のる"
U+99DD,駝,"hunchback, load","ダ, タ",せむし
U+99DF,駟,four horses,シ,
U+99ED,駭,be surprised,"ガイ, カイ","おどろ.く, おどろ.かす"
U+99FF,駿,"a good horse, speed, a fast person","シュン, スン",すぐ.れる
U+9A12,騒,"boisterous, make noise, clamor, disturb, excite",ソウ,"さわ.ぐ, うれい, さわ.がしい"
U+9A13,験,"verification, effect, testing","ケン, ゲン","あかし, しるし, ため.す, ためし"
U+9A19,騙,deceive,ヘン,"かた.る, だま.す"
U+9A28,騨,dappled grey horse,"タン, ダン, タ, ダ, テン",
U+9A2B,騫,"lift up, err, hopping",ケン,
U+9A37,騷,"harass, bother, annoy, disturb, agitate, sad, grieved",ソウ,"さわ.ぐ, うれい, さわが.しい"
U+9A45,驅,"spur a horse on, expel, drive away",ク,"か.ける, か.る"
U+9A55,驕,"pride, haughtiness",キョウ,おご.る
U+9A57,驗,"verification, effect, testing","ケン, ゲン","あかし, しるし, ため.す, ためし"
U+9A5A,驚,"wonder, be surprised, frightened, amazed",キョウ,"おどろ.く, おどろ.かす"
